mblnr;mjahr;zeile;bwart;matnr;werks;lgort;sobkz;shkzg;bwtar;menge;meins;bustm;ummat;umwrk;umlgo
4900571709;2019;17;261;000000000006000001;E110;2100;;H;;103.376;KG;MA01;;;
4900571709;2019;18;261;000000000006000001;E110;2100;;H;;145.6;KG;MA01;;;
4900571709;2019;19;261;000000000006000001;E110;2100;;H;;103.376;KG;MA01;;;
4900571709;2019;20;261;000000000006000001;E110;2100;;H;;145.6;KG;MA01;;;
4900571709;2019;21;261;000000000006000001;E110;2100;;H;;582.4;KG;MA01;;;
4900571709;2019;22;261;000000000006000001;E110;2100;;H;;582.4;KG;MA01;;;
4900571709;2019;23;261;000000000006000001;E110;2100;;H;;1164.8;KG;MA01;;;
4900571709;2019;24;261;000000000006000001;E110;2100;;H;;582.4;KG;MA01;;;
4900571709;2019;25;261;000000000004000028;E110;2100;;H;;88;KG;MA01;;;
4900571709;2019;26;261;000000000004000007;E110;2100;;H;;100;KG;MA01;;;
4900571709;2019;27;261;000000000004000007;E110;2100;;H;;960;KG;MA01;;;
4900571709;2019;28;261;000000000004000021;E110;2100;;H;;58.24;KG;MA01;;;
4900571709;2019;29;261;000000000004000062;E110;2100;;H;;415.1;KG;MA01;;;
4900571709;2019;30;261;000000000004000021;E110;2100;;H;;5.8;KG;MA01;;;
4900571709;2019;31;261;000000000004000007;E110;2100;;H;;106;KG;MA01;;;
4900571709;2019;32;261;000000000004000062;E110;2100;;H;;161;KG;MA01;;;
4900571709;2019;33;261;000000000004000092;E110;2200;;H;;100.951;KG;MA01;;;
4900571709;2019;34;261;000000000004000092;E110;2200;;H;;43.049;KG;MA01;;;
4900571716;2019;1;261;000000000004000178;E110;2100;;H;;2;KG;MA01;;;
4900571716;2019;2;261;000000000004000201;E110;2100;;H;;159;KG;MA01;;;
4900571716;2019;3;261;000000000004000201;E110;2100;;H;;96;KG;MA01;;;
4900571716;2019;4;261;000000000004000158;E110;2100;;H;;0.014;KG;MA01;;;
4900571716;2019;5;261;000000000003000367;E110;2300;;H;;28;KG;MA01;;;
4900571716;2019;6;261;000000000003000367;E110;2300;;H;;28;KG;MA01;;;
4900571716;2019;7;261;000000000004000202;E110;2100;;H;;200;KG;MA01;;;
4900571716;2019;8;261;000000000004000193;E110;2100;;H;;29.12;KG;MA01;;;
4900571716;2019;9;261;000000000004000193;E110;2100;;H;;29.12;KG;MA01;;;
4900571716;2019;10;261;000000000004000092;E110;2200;;H;;1440;KG;MA01;;;
4900571716;2019;11;261;000000000004000084;E110;2100;;H;;9;KG;MA01;;;
4900571716;2019;12;261;000000000004000062;E110;2100;;H;;582.4;KG;MA01;;;
4900571716;2019;13;261;000000000004000062;E110;2100;;H;;116.48;KG;MA01;;;
4900571716;2019;14;261;000000000004000062;E110;2100;;H;;524.16;KG;MA01;;;
4900571716;2019;15;261;000000000004000062;E110;2100;;H;;220;KG;MA01;;;
4900571716;2019;16;261;000000000004000062;E110;2100;;H;;176;KG;MA01;;;
4900571716;2019;17;261;000000000006000001;E110;2100;;H;;103.376;KG;MA01;;;
4900571716;2019;18;261;000000000006000001;E110;2100;;H;;145.6;KG;MA01;;;
4900571716;2019;19;261;000000000006000001;E110;2100;;H;;103.376;KG;MA01;;;
4900571716;2019;20;261;000000000006000001;E110;2100;;H;;145.6;KG;MA01;;;
4900571716;2019;21;261;000000000006000001;E110;2100;;H;;582.4;KG;MA01;;;
4900571716;2019;22;261;000000000006000001;E110;2100;;H;;582.4;KG;MA01;;;
4900571716;2019;23;261;000000000006000001;E110;2100;;H;;1164.8;KG;MA01;;;
4900571716;2019;24;261;000000000006000001;E110;2100;;H;;582.4;KG;MA01;;;
4900571716;2019;25;261;000000000004000007;E110;2100;;H;;100;KG;MA01;;;
4900571716;2019;26;261;000000000004000028;E110;2100;;H;;81.263;KG;MA01;;;
4900571716;2019;27;261;000000000004000021;E110;2100;;H;;0.96;KG;MA01;;;
4900571716;2019;28;261;000000000004000201;E110;2100;;H;;63;KG;MA01;;;
4900571724;2019;1;261;000000000004000172;E110;2100;;H;;23.94;KG;MA01;;;
4900571725;2019;1;261;000000000004000172;E110;2100;;H;;41.97;KG;MA01;;;
4900571727;2019;1;261;000000000004000022;E110;2100;;H;;54.74;KG;MA01;;;
4900571727;2019;2;261;000000000004000022;E110;2100;;H;;169.84;KG;MA01;;;
4900571731;2019;1;261;000000000004000201;E110;2100;;H;;155;KG;MA01;;;
4900571738;2019;1;321;000000000001000186;E110;1300;;H;;718;KG;MQF7;000000000001000186;E110;1300
4900571738;2019;2;321;000000000001000186;E110;1300;;S;;718;KG;MQF7;000000000001000186;E110;1300
4900571740;2019;1;321;000000000004000028;E110;2100;;H;;3000;KG;MQF7;000000000004000028;E110;2100
4900571740;2019;2;321;000000000004000028;E110;2100;;S;;3000;KG;MQF7;000000000004000028;E110;2100
4900571741;2019;1;261;000000000004000047;E110;2100;;H;;8.134;KG;MA01;;;
4900571741;2019;2;261;000000000004000165;E110;2100;;H;;10.8;KG;MA01;;;
4900571741;2019;3;261;000000000004000047;E110;2100;;H;;14.174;KG;MA01;;;
4900571741;2019;4;261;000000000004000136;E110;2100;;H;;0.3;KG;MA01;;;
4900571742;2019;1;261;000000000004000158;E110;2100;;H;;0.162;KG;MA01;;;
4900571742;2019;2;261;000000000004000083;E110;2100;;H;;74.505;KG;MA01;;;
4900571749;2019;1;261;000000000004000020;E110;2100;;H;;15;KG;MA01;;;
4900571749;2019;2;261;000000000004000021;E110;2100;;H;;7.5;KG;MA01;;;
4900571749;2019;3;261;000000000004000083;E110;2100;;H;;180;KG;MA01;;;
4900571749;2019;4;261;000000000004000020;E110;2100;;H;;1.5;KG;MA01;;;
4900571749;2019;5;261;000000000004000021;E110;2100;;H;;0.7;KG;MA01;;;
4900571750;2019;1;261;000000000003000372;E110;2300;;H;;55.5;KG;MA01;;;
4900571750;2019;2;261;000000000003000372;E110;2300;;H;;55.5;KG;MA01;;;
4900571755;2019;1;261;000000000004000113;E110;2100;;H;;150;KG;MA01;;;
4900571755;2019;2;261;000000000004000113;E110;2100;;H;;15;KG;MA01;;;
4900571756;2019;1;261;000000000004000113;E110;2100;;H;;453.6;KG;MA01;;;
4900571756;2019;2;261;000000000004000113;E110;2100;;H;;453.6;KG;MA01;;;
4900571756;2019;3;261;000000000004000239;E110;2100;;H;;226.8;KG;MA01;;;
4900571756;2019;4;261;000000000004000113;E110;2100;;H;;45;KG;MA01;;;
4900571756;2019;5;261;000000000004000113;E110;2100;;H;;45;KG;MA01;;;
4900571757;2019;1;261;000000000003000373;E110;2300;;H;;54;KG;MA01;;;
4900571757;2019;2;261;000000000003000373;E110;2300;;H;;54;KG;MA01;;;
4900571758;2019;1;261;000000000006000001;E110;1100;;H;;7263.7;KG;MA01;;;
4900571758;2019;2;261;000000000004000167;E110;1100;;H;;482.8;KG;MA01;;;
4900571758;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900571758;2019;4;261;000000000004000167;E110;1100;;H;;489.2;KG;MA01;;;
4900571758;2019;5;261;000000000003000012;E110;1470;;H;;2590.551;KG;MA01;;;
4900571759;2019;1;261;000000000004000104;E110;1100;;H;;1277;KG;MA01;;;
4900571759;2019;2;261;000000000004000057;E110;1100;;H;;3015;KG;MA01;;;
4900571759;2019;3;261;000000000003000013;E110;1500;;H;;710;KG;MA01;;;
4900571761;2019;1;601;000000000001000193;E110;1300;;H;;5000;KG;MA01;;;
4900571762;2019;1;321;000000000001000098;E110;2300;;H;;29.2;KG;MQF7;000000000001000098;E110;2300
4900571762;2019;2;321;000000000001000098;E110;2300;;S;;29.2;KG;MQF7;000000000001000098;E110;2300
4900571770;2019;1;939;000000000001900001;E110;3630;;H;;0.25;KG;MA01;;;
4900571771;2019;1;939;000000000001900001;E110;3630;;H;;0.25;KG;MA01;;;
4900571772;2019;1;261;000000000006000001;E110;1100;;H;;7463.7;KG;MA01;;;
4900571772;2019;2;261;000000000004000167;E110;1100;;H;;996;KG;MA01;;;
4900571772;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900571772;2019;4;261;000000000003000012;E110;1480;;H;;2980.249;KG;MA01;;;
4900571773;2019;1;261;000000000004000113;E110;2100;;H;;226.8;KG;MA01;;;
4900571773;2019;2;261;000000000004000113;E110;2100;;H;;226.8;KG;MA01;;;
4900571773;2019;3;261;000000000004000113;E110;2100;;H;;22.6;KG;MA01;;;
4900571773;2019;4;261;000000000004000113;E110;2100;;H;;5.9;KG;MA01;;;
4900571774;2019;1;261;000000000003000012;E110;1470;;H;;4000;KG;MA01;;;
4900571775;2019;1;261;000000000003000374;E110;2300;;H;;18;KG;MA01;;;
4900571776;2019;1;261;000000000004000083;E110;2100;;H;;60;KG;MA01;;;
4900571776;2019;2;261;000000000003000375;E110;2300;;H;;15;KG;MA01;;;
4900571777;2019;1;261;000000000004000083;E110;2100;;H;;7.5;KG;MA01;;;
4900571778;2019;1;261;000000000004000165;E110;2100;;H;;10.8;KG;MA01;;;
4900571778;2019;2;261;000000000004000047;E110;2100;;H;;6.838;KG;MA01;;;
4900571778;2019;3;261;000000000004000136;E110;2100;;H;;0.3;KG;MA01;;;
4900571778;2019;4;261;000000000004000047;E110;2100;;H;;15.47;KG;MA01;;;
4900571779;2019;1;261;000000000004000158;E110;2100;;H;;0.162;KG;MA01;;;
4900571779;2019;2;261;000000000004000083;E110;2100;;H;;74.505;KG;MA01;;;
4900571780;2019;1;261;000000000004000239;E110;2100;;H;;113.4;KG;MA01;;;
4900571780;2019;2;261;000000000004000239;E110;2100;;H;;113.4;KG;MA01;;;
4900571781;2019;1;261;000000000003000373;E110;2300;;H;;54;KG;MA01;;;
4900571781;2019;2;261;000000000003000373;E110;2300;;H;;54;KG;MA01;;;
4900571782;2019;1;261;000000000003000374;E110;2300;;H;;18;KG;MA01;;;
4900571783;2019;1;321;000000000001000018;E110;1860;;H;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900571783;2019;2;321;000000000001000018;E110;1860;;S;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900571784;2019;1;321;000000000001000071;E110;1840;;H;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900571784;2019;2;321;000000000001000071;E110;1840;;S;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900571785;2019;1;261;000000000004000083;E110;2100;;H;;60;KG;MA01;;;
4900571785;2019;2;261;000000000003000375;E110;2300;;H;;15;KG;MA01;;;
4900571786;2019;1;261;000000000004000083;E110;2100;;H;;7.5;KG;MA01;;;
4900571787;2019;1;321;000000000001000109;E110;2300;;H;;1.02;KG;MQF7;000000000001000109;E110;2300
4900571787;2019;2;321;000000000001000109;E110;2300;;S;;1.02;KG;MQF7;000000000001000109;E110;2300
4900571788;2019;1;321;000000000001000109;E110;2300;;H;;1.02;KG;MQF7;000000000001000109;E110;2300
4900571788;2019;2;321;000000000001000109;E110;2300;;S;;1.02;KG;MQF7;000000000001000109;E110;2300
4900571804;2019;1;321;000000000004000189;E110;1100;;H;;1200;KG;MQF7;000000000004000189;E110;1100
4900571804;2019;2;321;000000000004000189;E110;1100;;S;;1200;KG;MQF7;000000000004000189;E110;1100
4900571805;2019;1;321;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
4900571805;2019;2;321;000000000001000039;E110;1300;;S;;14800;KG;MQF7;000000000001000039;E110;1300
4900571806;2019;1;321;000000000001000063;E110;1300;;H;;8400;KG;MQF7;000000000001000063;E110;1300
4900571806;2019;2;321;000000000001000063;E110;1300;;S;;8400;KG;MQF7;000000000001000063;E110;1300
4900571807;2019;1;321;000000000004000191;E110;1200;;H;;20260;KG;MQF7;000000000004000191;E110;1200
4900571807;2019;2;321;000000000004000191;E110;1200;;S;;20260;KG;MQF7;000000000004000191;E110;1200
4900571808;2019;1;321;000000000004000130;E110;1260;;H;;20350;KG;MQF7;000000000004000130;E110;1260
4900571808;2019;2;321;000000000004000130;E110;1260;;S;;20350;KG;MQF7;000000000004000130;E110;1260
4900571812;2019;1;931;000000000001000018;E110;1860;;H;;15988.5;KG;MA01;;;
4900571813;2019;1;601;000000000001000194;E110;1300;;H;;882;KG;MA01;;;
4900571814;2019;1;931;000000000001000186;E110;1300;;H;;718;KG;MA01;;;
4900571815;2019;1;931;000000000001000063;E110;1300;;H;;4000;KG;MA01;;;
4900571816;2019;1;931;000000000001000003;E110;1300;;H;;1560;KG;MA01;;;
4900571817;2019;1;601;000000000001000126;E110;1300;;H;;1750;KG;MA01;;;
4900571817;2019;2;601;000000000001000126;E110;1300;;H;;350;KG;MA01;;;
4900571818;2019;1;931;000000000001000066;E110;1300;;H;;800;KG;MA01;;;
4900571819;2019;1;931;000000000001000010;E110;1300;;H;;840;KG;MA01;;;
4900571820;2019;1;601;000000000001000126;E110;1300;;H;;2100;KG;MA01;;;
4900571821;2019;1;931;000000000001000061;E110;1300;;H;;1400;KG;MA01;;;
4900571822;2019;1;931;000000000001000066;E110;1300;;H;;400;KG;MA01;;;
4900571822;2019;2;931;000000000001000066;E110;1300;;H;;400;KG;MA01;;;
4900571823;2019;1;931;000000000001000051;E110;1300;;H;;430.848;KG;MA01;;;
4900571823;2019;2;931;000000000001000051;E110;1300;;H;;143.616;KG;MA01;;;
4900571824;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900571825;2019;1;601;000000000001000071;E110;1840;;H;;16239.6;KG;MA01;;;
4900571826;2019;1;601;000000000001000126;E110;1300;;H;;4550;KG;MA01;;;
4900571827;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900571828;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900571829;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900571835;2019;1;311;000000000004000130;E110;1260;;H;;13334;KG;MA07;000000000004000130;E110;1260
4900571835;2019;2;311;000000000004000130;E110;1260;;S;;13334;KG;MA07;000000000004000130;E110;1260
4900571836;2019;1;261;000000000004000130;E110;1260;;H;;13334;KG;MA01;;;
4900571836;2019;2;261;000000000004000191;E110;1200;;H;;31100;KG;MA01;;;
4900571836;2019;3;261;000000000003000009;E110;1550;;H;;24318;KG;MA01;;;
4900571837;2019;1;261;000000000003000012;E110;1480;;H;;6400;KG;MA01;;;
4900571837;2019;2;261;000000000005000000;E110;1100;;H;;32;EA;MA01;;;
4900571838;2019;1;261;000000000004000118;E110;1210;;H;;1764;KG;MA01;;;
4900571839;2019;1;321;000000000001000082;E110;2300;;H;;200;KG;MQF7;000000000001000082;E110;2300
4900571839;2019;2;321;000000000001000082;E110;2300;;S;;200;KG;MQF7;000000000001000082;E110;2300
4900571840;2019;1;321;000000000001000082;E110;2300;;H;;200;KG;MQF7;000000000001000082;E110;2300
4900571840;2019;2;321;000000000001000082;E110;2300;;S;;200;KG;MQF7;000000000001000082;E110;2300
4900571842;2019;1;321;000000000001000082;E110;2300;;H;;200;KG;MQF7;000000000001000082;E110;2300
4900571842;2019;2;321;000000000001000082;E110;2300;;S;;200;KG;MQF7;000000000001000082;E110;2300
4900571843;2019;1;321;000000000001000082;E110;2300;;H;;200;KG;MQF7;000000000001000082;E110;2300
4900571843;2019;2;321;000000000001000082;E110;2300;;S;;200;KG;MQF7;000000000001000082;E110;2300
4900571846;2019;1;311;000000000004000191;E110;1200;;H;;20260;KG;MA07;000000000004000191;E110;1200
4900571846;2019;2;311;000000000004000191;E110;1200;;S;;20260;KG;MA07;000000000004000191;E110;1200
4900571846;2019;3;311;000000000004000191;E110;1200;;H;;91688.184;KG;MA07;000000000004000191;E110;1200
4900571846;2019;4;311;000000000004000191;E110;1200;;S;;91688.184;KG;MA07;000000000004000191;E110;1200
4900571847;2019;1;311;000000000004000130;E110;1260;;H;;27693.16;KG;MA07;000000000004000130;E110;1260
4900571847;2019;2;311;000000000004000130;E110;1260;;S;;27693.16;KG;MA07;000000000004000130;E110;1260
4900571847;2019;3;311;000000000004000130;E110;1260;;H;;20350;KG;MA07;000000000004000130;E110;1260
4900571847;2019;4;311;000000000004000130;E110;1260;;S;;20350;KG;MA07;000000000004000130;E110;1260
4900571854;2019;1;321;000000000001000210;E110;1300;;H;;1764;KG;MQF7;000000000001000210;E110;1300
4900571854;2019;2;321;000000000001000210;E110;1300;;S;;1764;KG;MQF7;000000000001000210;E110;1300
4900571855;2019;1;321;000000000001000191;E110;1300;;H;;4000;KG;MQF7;000000000001000191;E110;1300
4900571855;2019;2;321;000000000001000191;E110;1300;;S;;4000;KG;MQF7;000000000001000191;E110;1300
4900571856;2019;1;321;000000000001000188;E110;1300;;H;;14800;KG;MQF7;000000000001000188;E110;1300
4900571856;2019;2;321;000000000001000188;E110;1300;;S;;14800;KG;MQF7;000000000001000188;E110;1300
4900571857;2019;1;321;000000000001000042;E110;1300;;H;;7400;KG;MQF7;000000000001000042;E110;1300
4900571857;2019;2;321;000000000001000042;E110;1300;;S;;7400;KG;MQF7;000000000001000042;E110;1300
4900571858;2019;1;321;000000000001000042;E110;1300;;H;;7400;KG;MQF7;000000000001000042;E110;1300
4900571858;2019;2;321;000000000001000042;E110;1300;;S;;7400;KG;MQF7;000000000001000042;E110;1300
4900571859;2019;1;321;000000000001000003;E110;1300;;H;;4680;KG;MQF7;000000000001000003;E110;1300
4900571859;2019;2;321;000000000001000003;E110;1300;;S;;4680;KG;MQF7;000000000001000003;E110;1300
4900571861;2019;1;261;000000000004000007;E110;2100;;H;;75;KG;MA01;;;
4900571861;2019;2;261;000000000004000007;E110;2100;;H;;7.5;KG;MA01;;;
4900571862;2019;1;261;000000000004000062;E110;2100;;H;;152.862;KG;MA01;;;
4900571862;2019;2;261;000000000004000236;E110;2100;;H;;20.954;KG;MA01;;;
4900571862;2019;3;261;000000000004000237;E110;2100;;H;;0.12;KG;MA01;;;
4900571862;2019;4;261;000000000004000062;E110;2100;;H;;15;KG;MA01;;;
4900571863;2019;1;261;000000000004000235;E110;2100;;H;;30;KG;MA01;;;
4900571864;2019;1;261;000000000004000164;E110;2100;;H;;22;KG;MA01;;;
4900571864;2019;2;261;000000000004000191;E110;1200;;H;;19.831;KG;MA01;;;
4900571864;2019;3;261;000000000004000191;E110;1200;;H;;3.128;KG;MA01;;;
4900571864;2019;4;261;000000000004000191;E110;1200;;H;;22.957;KG;MA01;;;
4900571864;2019;5;261;000000000006000001;E110;2100;;H;;1.158;KG;MA01;;;
4900571864;2019;6;261;000000000004000023;E110;2100;;H;;1.158;KG;MA01;;;
4900571865;2019;1;261;000000000003000362;E110;2300;;H;;70.611;KG;MA01;;;
4900571865;2019;2;261;000000000004000105;E110;2100;;H;;49.428;KG;MA01;;;
4900571865;2019;3;261;000000000004000085;E110;2100;;H;;176.528;KG;MA01;;;
4900571865;2019;4;261;000000000004000105;E110;2100;;H;;4.9;KG;MA01;;;
4900571865;2019;5;261;000000000004000085;E110;2100;;H;;17.6;KG;MA01;;;
4900571866;2019;1;261;000000000004000107;E110;2100;;H;;72.054;KG;MA01;;;
4900571866;2019;2;261;000000000003000363;E110;2300;;H;;48;KG;MA01;;;
4900571866;2019;3;261;000000000004000107;E110;2100;;H;;10.774;KG;MA01;;;
4900571866;2019;4;261;000000000004000107;E110;2100;;H;;45.394;KG;MA01;;;
4900571866;2019;5;261;000000000004000107;E110;2100;;H;;64.848;KG;MA01;;;
4900571866;2019;6;261;000000000004000107;E110;2100;;H;;80.014;KG;MA01;;;
4900571867;2019;1;261;000000000003000364;E110;2300;;H;;80;KG;MA01;;;
4900571868;2019;1;261;000000000003000364;E110;2300;;H;;80;KG;MA01;;;
4900571870;2019;1;261;000000000004000023;E110;2100;;H;;1.158;KG;MA01;;;
4900571870;2019;2;261;000000000006000001;E110;2100;;H;;1.158;KG;MA01;;;
4900571870;2019;3;261;000000000004000164;E110;2100;;H;;22;KG;MA01;;;
4900571871;2019;1;261;000000000003000362;E110;2300;;H;;70.611;KG;MA01;;;
4900571871;2019;2;261;000000000004000105;E110;2100;;H;;49.428;KG;MA01;;;
4900571871;2019;3;261;000000000004000085;E110;2100;;H;;176.528;KG;MA01;;;
4900571871;2019;4;261;000000000004000105;E110;2100;;H;;4.9;KG;MA01;;;
4900571871;2019;5;261;000000000004000085;E110;2100;;H;;17;KG;MA01;;;
4900571872;2019;1;261;000000000004000107;E110;2100;;H;;72.054;KG;MA01;;;
4900571872;2019;2;261;000000000003000363;E110;2300;;H;;48;KG;MA01;;;
4900571872;2019;3;261;000000000004000107;E110;2100;;H;;64.848;KG;MA01;;;
4900571872;2019;4;261;000000000004000107;E110;2100;;H;;90.788;KG;MA01;;;
4900571872;2019;5;261;000000000004000107;E110;2100;;H;;45.394;KG;MA01;;;
4900571873;2019;1;261;000000000003000364;E110;2300;;H;;80;KG;MA01;;;
4900571874;2019;1;262;000000000004000164;E110;2100;;S;;22;KG;MA01;;;
4900571874;2019;2;262;000000000004000191;E110;1200;;S;;19.831;KG;MA01;;;
4900571874;2019;3;262;000000000004000191;E110;1200;;S;;3.128;KG;MA01;;;
4900571874;2019;4;262;000000000004000191;E110;1200;;S;;22.957;KG;MA01;;;
4900571874;2019;5;262;000000000006000001;E110;2100;;S;;1.158;KG;MA01;;;
4900571874;2019;6;262;000000000004000023;E110;2100;;S;;1.158;KG;MA01;;;
4900571875;2019;1;261;000000000004000023;E110;2100;;H;;1.158;KG;MA01;;;
4900571875;2019;2;261;000000000006000001;E110;2100;;H;;1.158;KG;MA01;;;
4900571875;2019;3;261;000000000004000164;E110;2100;;H;;22;KG;MA01;;;
4900571876;2019;1;262;000000000004000023;E110;2100;;S;;1.13;KG;MA01;;;
4900571876;2019;2;262;000000000006000001;E110;2100;;S;;1.158;KG;MA01;;;
4900571876;2019;3;262;000000000004000164;E110;2100;;S;;22;KG;MA01;;;
4900571876;2019;4;262;000000000004000191;E110;1200;;S;;19.831;KG;MA01;;;
4900571876;2019;5;262;000000000004000191;E110;1200;;S;;3.128;KG;MA01;;;
4900571876;2019;6;262;000000000004000191;E110;1200;;S;;22.957;KG;MA01;;;
4900571876;2019;7;262;000000000004000023;E110;2100;;S;;0.028;KG;MA01;;;
4900571876;2019;8;262;000000000004000192;E110;2100;;S;;0.333;KG;MA01;;;
4900571877;2019;1;261;000000000004000023;E110;2100;;H;;1.13;KG;MA01;;;
4900571877;2019;2;261;000000000006000001;E110;2100;;H;;1.158;KG;MA01;;;
4900571877;2019;3;261;000000000004000164;E110;2100;;H;;22;KG;MA01;;;
4900571877;2019;4;261;000000000004000192;E110;2100;;H;;0.333;KG;MA01;;;
4900571877;2019;5;261;000000000004000023;E110;2100;;H;;0.028;KG;MA01;;;
4900571878;2019;1;261;000000000004000164;E110;2100;;H;;8;KG;MA01;;;
4900571878;2019;2;261;000000000006000001;E110;2100;;H;;1.158;KG;MA01;;;
4900571878;2019;3;261;000000000004000023;E110;2100;;H;;1.158;KG;MA01;;;
4900571878;2019;4;261;000000000004000164;E110;2100;;H;;14;KG;MA01;;;
4900571879;2019;1;261;000000000003000362;E110;2300;;H;;70.611;KG;MA01;;;
4900571879;2019;2;261;000000000004000105;E110;2100;;H;;49.428;KG;MA01;;;
4900571879;2019;3;261;000000000004000085;E110;2100;;H;;176.528;KG;MA01;;;
4900571879;2019;4;261;000000000004000105;E110;2100;;H;;4.9;KG;MA01;;;
4900571879;2019;5;261;000000000004000085;E110;2100;;H;;17;KG;MA01;;;
4900571880;2019;1;261;000000000004000107;E110;2100;;H;;72.054;KG;MA01;;;
4900571880;2019;2;261;000000000003000363;E110;2300;;H;;48;KG;MA01;;;
4900571880;2019;3;261;000000000004000107;E110;2100;;H;;90.788;KG;MA01;;;
4900571880;2019;4;261;000000000004000107;E110;2100;;H;;45.394;KG;MA01;;;
4900571880;2019;5;261;000000000004000107;E110;2100;;H;;64.848;KG;MA01;;;
4900571881;2019;1;261;000000000003000364;E110;2300;;H;;80;KG;MA01;;;
4900571882;2019;1;261;000000000004000172;E110;2100;;H;;34.09;KG;MA01;;;
4900571883;2019;1;261;000000000004000007;E110;2100;;H;;1267.2;KG;MA01;;;
4900571883;2019;2;261;000000000004000225;E110;2100;;H;;396;KG;MA01;;;
4900571883;2019;3;261;000000000004000007;E110;2100;;H;;126;KG;MA01;;;
4900571884;2019;1;261;000000000004000146;E110;2100;;H;;186.437;KG;MA01;;;
4900571884;2019;2;261;000000000004000111;E110;2100;;H;;102.861;KG;MA01;;;
4900571884;2019;3;261;000000000004000225;E110;2100;;H;;778.536;KG;MA01;;;
4900571884;2019;4;261;000000000004000225;E110;2100;;H;;333.63;KG;MA01;;;
4900571884;2019;5;261;000000000004000078;E110;2100;;H;;160.717;KG;MA01;;;
4900571884;2019;6;261;000000000004000205;E110;2300;;H;;192.852;KG;MA01;;;
4900571885;2019;1;261;000000000004000225;E110;2100;;H;;173.646;KG;MA01;;;
4900571885;2019;2;261;000000000004000173;E110;2100;;H;;51.421;KG;MA01;;;
4900571886;2019;1;931;000000000001000191;E110;1300;;H;;4000;KG;MA01;;;
4900571888;2019;1;261;000000000004000034;E110;2100;;H;;15.462;KG;MA01;;;
4900571888;2019;2;261;000000000004000136;E110;2100;;H;;0.69;KG;MA01;;;
4900571888;2019;3;261;000000000003000385;E110;2300;;H;;39;KG;MA01;;;
4900571889;2019;1;261;000000000004000083;E110;2100;;H;;90;KG;MA01;;;
4900571889;2019;2;261;000000000004000083;E110;2100;;H;;113.4;KG;MA01;;;
4900571889;2019;3;261;000000000004000158;E110;2100;;H;;0.366;KG;MA01;;;
4900571903;2019;1;261;000000000004000092;E110;2200;;H;;175;KG;MA01;;;
4900571903;2019;2;261;000000000004000092;E110;2200;;H;;35;KG;MA01;;;
4900571903;2019;3;261;000000000004000007;E110;2100;;H;;150;KG;MA01;;;
4900571903;2019;4;261;000000000004000092;E110;2200;;H;;21;KG;MA01;;;
4900571903;2019;5;261;000000000004000007;E110;2100;;H;;15;KG;MA01;;;
4900571904;2019;1;261;000000000004000198;E110;2100;;H;;14.57;KG;MA01;;;
4900571904;2019;2;261;000000000004000197;E110;2100;;H;;35;KG;MA01;;;
4900571904;2019;3;261;000000000004000092;E110;2200;;H;;294;KG;MA01;;;
4900571904;2019;4;261;000000000004000092;E110;2200;;H;;175;KG;MA01;;;
4900571904;2019;5;261;000000000004000092;E110;2200;;H;;35;KG;MA01;;;
4900571904;2019;6;261;000000000004000092;E110;2200;;H;;294;KG;MA01;;;
4900571904;2019;7;261;000000000004000062;E110;2100;;H;;117;KG;MA01;;;
4900571904;2019;8;261;000000000006000001;E110;2100;;H;;145;KG;MA01;;;
4900571904;2019;9;261;000000000006000001;E110;2100;;H;;340;KG;MA01;;;
4900571904;2019;10;261;000000000004000043;E110;2100;;H;;905;KG;MA01;;;
4900571904;2019;11;261;000000000004000203;E110;2100;;H;;20.09;KG;MA01;;;
4900571904;2019;12;261;000000000004000195;E110;2100;;H;;166.8;KG;MA01;;;
4900571904;2019;13;261;000000000004000092;E110;2200;;H;;79.8;KG;MA01;;;
4900571904;2019;14;261;000000000004000062;E110;2100;;H;;11.7;KG;MA01;;;
4900571908;2019;1;601;000000000001000194;E110;1300;;H;;882;KG;MA01;;;
4900571909;2019;1;931;000000000001000063;E110;1300;;H;;800;KG;MA01;;;
4900571920;2019;1;931;000000000001000063;E110;1300;;H;;1200;KG;MA01;;;
4900571920;2019;2;931;000000000001000063;E110;1300;;H;;1200;KG;MA01;;;
4900571922;2019;1;931;000000000001000003;E110;1300;;H;;3120;KG;MA01;;;
4900571949;2019;1;931;000000000001000003;E110;1300;;H;;2340;KG;MA01;;;
4900571960;2019;1;931;000000000001000063;E110;1300;;H;;4000;KG;MA01;;;
4900571961;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
